,1,2,3,4,5,6,7,8,9,10,baseline
0,0.78,0.784,0.786,0.784,0.79,0.786,0.788,0.796,0.81,0.812,0.814
1,0.55,0.546,0.576,0.582,0.598,0.662,0.668,0.704,0.726,0.932,0.932
2,0.502,0.532,0.534,0.538,0.558,0.564,0.556,0.64,0.794,0.92,0.916
3,0.808,0.808,0.81,0.81,0.81,0.812,0.816,0.812,0.81,0.848,0.848
4,0.63,0.634,0.682,0.682,0.686,0.736,0.794,0.802,0.854,0.954,0.958
