,1,2,3,4,5,6,7,8,9,10,baseline
0,0.434,0.43,0.462,0.5,0.64,0.67,0.822,0.86,0.89,0.932,0.93
1,0.408,0.63,0.63,0.628,0.626,0.726,0.736,0.804,0.82,0.966,0.968
2,0.668,0.724,0.744,0.752,0.754,0.754,0.756,0.76,0.95,0.94,0.94
3,0.472,0.49,0.512,0.512,0.512,0.54,0.714,0.71,0.712,0.918,0.918
4,0.7,0.7,0.712,0.832,0.842,0.836,0.844,0.834,0.862,0.87,0.87
