,1,2,3,4,5,6,7,8,9,10,baseline
0,0.5305365443172942,0.6216650737636356,0.6270502379137428,0.679701346382903,0.6380485738683509,0.6993427157431931,0.7146434476891266,0.7118461784597828,0.8765726593285486,0.9177284822707161,0.9177284822707161
1,0.17168949771689496,0.17168949771689496,0.17168949771689496,0.17168949771689496,0.1720823798627002,0.2232718894009217,0.2232718894009217,0.2982100157136025,0.3321541203894145,0.32762178041948486,0.32762178041948486
2,0.27107278585012445,0.6702195660090398,0.6720229918780332,0.7482526868241154,0.8495743314487051,0.9023917291241329,0.9269330188957745,0.9277358162166041,0.9248830863909092,0.9187267625917908,0.9328483652816197
3,0.22972972972972971,0.22972972972972971,0.22972972972972971,0.22972972972972971,0.22972972972972971,0.22972972972972971,0.18398268398268397,0.18398268398268397,0.18398268398268397,0.18398268398268397,0.18398268398268397
4,0.10802919708029197,0.10802919708029197,0.2296676163067318,0.2578568718103602,0.3364238972443202,0.3121276569117831,0.3873743545112637,0.5947232321657709,0.8879742943105082,0.913174248817813,0.913174248817813
5,0.419669223188001,0.42665911372230586,0.529862150211988,0.5263068746847065,0.5345348745922157,0.5412778108929752,0.6716103664530882,0.6887031448297425,0.7843695867994934,0.9389591623832818,0.9389591623832818
6,0.1752808988764045,0.1752808988764045,0.1752808988764045,0.1752808988764045,0.1752808988764045,0.1752808988764045,0.1752808988764045,0.1752808988764045,0.17567567567567569,0.17547806524184476,0.17547806524184476
7,0.18177814272917292,0.22391775760290003,0.2579203314506626,0.27497755848614425,0.2897635368949703,0.3839267289742005,0.42642063191746243,0.6790882172712602,0.9150502364441324,0.9116955023652155,0.9149562268024104
8,0.09135802469135802,0.20595647107514276,0.24635308086534208,0.24079226393088565,0.3148380791233216,0.465000114746921,0.6433406327971545,0.6403209508856865,0.9341122310594481,0.9540783281354596,0.9556880009825643
9,0.1271487039563438,0.2082093663911846,0.25592751824380905,0.28960894499994794,0.2805403562652941,0.30402741408484124,0.30274039562298405,0.32678805093152213,0.5352271823101944,0.5322975850118528,0.5368034005398428
