,1,2,3,4,5,6,7,8,9,10,baseline
0,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.934,0.934
1,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.818,0.82,0.82
2,0.742,0.742,0.742,0.742,0.742,0.742,0.742,0.742,0.742,0.914,0.916
3,0.356,0.354,0.354,0.354,0.344,0.354,0.354,0.354,0.354,0.922,0.922
4,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.948,0.944
